UID,Response ID,Time Started,Date Submitted,Status,Your birth¬†YEAR¬†(Ex. 1988),Your AVANCE site:¬†,Houston Sites,"P-C Interactions, ECLS-B...9",...10,"P-C Interactions, ECLS-B...11",...12,"P-C Interactions, ECLS-B...13",...14,"P-C Interactions, ECLS-B...15",...16,"P-C Interactions, HOME...17",...18,"P-C Interactions, HOME...19",...20,ECLSB_ALL,Parental Stress_PSOC #1,...23,Parental Stress_PSOC #2,...25,Parental Stress_PSOC #3,...27,Parental Stress_PSOC #5,...29,Parental Stress_PSOC #8,...31,Parental Stress_PSOC #10,...33,Parental Stress_PSOC #13,...35,Parental Stress_PSOC #15,...37,Parental Stress_PSOC #16,...39,Parental Stress_PSOC #17,...41,PSOC_ALL,"P-C Interactions, FIQ SBI1",...44,"P-C Interactions, FIQ SBI2",...46,"P-C Interactions, FIQ SBI3",...48,"P-C Interactions, FIQ SBI4",...50,FIQSB_ALL,"P-C Interactions, FIQ HBI1",...53,"P-C Interactions, FIQ HBI2",...55,"P-C Interactions, FIQ HBI3",...57,"P-C Interactions, FIQ HBI4",...59,"P-C Interactions, FIQ HBI5",...61,"P-C Interactions, FIQ HBI6",...63,"P-C Interactions, FIQ HBI8",...65,"P-C Interactions, FIQ HBI9",...67,"P-C Interactions, FIQ HBI10",...69,"P-C Interactions, FIQ HBI11",...71,"P-C Interactions, FIQ HBI12",...73,"P-C Interactions, FIQ HBI13",...75,FIQHB_ALL,"P-C Interactions, FIQ HSC3",...78,"P-C Interactions, FIQ HSC4",...80,"P-C Interactions, FIQ HSC5",...82,"P-C Interactions, FIQ HSC6",...84,"P-C Interactions, FIQ HSC7",...86,FIQHSC_ALL,Efficacy FES1,...89,Efficacy FES3,...91,Efficacy FES4,...93,Efficacy FES6,...95,FESFAM_ALL,Efficacy FES7,...98,Efficacy FES9,...100,Efficacy FES10,...102,Efficacy FES11,...104,Efficacy FES14,...106,FESADV_ALL,Belonging SCS1,...109,Belonging SCS2,...111,Belonging SCS3,...113,Belonging SCS4,...115,Belonging SCS5,...117,Belonging SCS6,...119,Belonging SCS7,...121,Belonging SCS10,...123,Belonging SCS11,...125,SCS_ALL,Kinder Readiness SPEAK1,...128,Kinder Readiness SPEAK2,...130,Kinder Readiness SPEAK3,...132,Kinder Readiness SPEAK4,...134,Kinder Readiness SPEAK5,...136,Kinder Readiness SPEAK6 - REVERSE,...138,Kinder Readiness SPEAK7 - REVERSE,...140,Kinder Readiness SPEAK9,...142,Kinder Readiness SPEAK10,...144,Kinder Readiness SPEAK11,...146,Kinder Readiness SPEAK12,...148,Kinder Readiness SPEAK13,...150,Kinder Readiness SPEAK13 - REVERSE,...152,Kinder Readiness SPEAK14,...154,Kinder Readiness SPEAK15,...156,SPEAK_ALL
A8326,61,2020-10-19T11:07:24Z,2020-10-19T11:20:38Z,Complete,1984,Houston,Kruse,1 to 2 times  a week,2,1 to 2 times a week,2,1 to 2 times a week,2,3 to 6 times a week,3,Parents should <strong>usually</strong> spend time teaching their children,1,NA,NA,10,Somewhat Agree,4,Somewhat Agree,3,Somewhat Agree,3,Somewhat Disagree,4,Agree,2,Somewhat Agree,4,Somewhat Disagree,3,Somewhat Disagree,3,Somewhat Disagree,3,Agree,5,34,N/A,0,N/A,0,N/A,0,N/A,0,0,Rarely,1,Sometimes,2,Sometimes,2,Sometimes,2,Sometimes,2,Rarely,1,Rarely,1,Often,3,Rarely,1,Rarely,1,Often,3,Always,4,23,N/A,0,Rarely,1,Rarely,1,Rarely,1,Rarely,1,4,Often,4,Seldom,2,Sometimes,3,Often,4,13,Seldom,2,Seldom,2,Seldom,2,Never,1,Seldom,2,9,Disagree,5,Disagree,5,Disagree,5,Disagree,5,Disagree,5,Slightly Disagree,4,Agree,5,Agree,5,Slightly Agree,4,43,"As a toddler, 1 to 3 years",3,"As a toddler, 1 to 3 years",3,"As a baby, 6 to 12 months",4,Neutral,2,Neutral,2,Neutral,2,Agree,3,Neutral,2,Disagree,3,Neutral,2,Agree,1,Neutral,2,Disagree,3,Neutral,2,Neutral,2,36
A4358,41,2020-10-13T16:31:00Z,2020-10-13T16:35:24Z,Partial,1989,Houston,Freeman,Every day,NA,Every day,NA,Every day,NA,Every day,NA,Parents should <strong>always</strong> spend time teaching their children,NA,NA,NA,NA,Somewhat Disagree,NA,Somewhat Agree,NA,Somewhat Agree,NA,Somewhat Agree,NA,Somewhat Agree,NA,Somewhat Disagree,NA,Somewhat Agree,NA,Somewhat Agree,NA,Somewhat Disagree,NA,Somewhat Agree,NA,NA,Often,NA,Always,NA,Sometimes,NA,Always,NA,NA,Always,NA,Always,NA,Always,NA,Always,NA,Always,NA,Always,NA,Always,NA,Always,NA,Always,NA,Always,NA,Always,NA,Always,NA,NA,Always,NA,Always,NA,Always,NA,Always,NA,Always,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A8311,2,2020-10-09T10:24:38Z,2020-10-09T10:53:13Z,Complete,1990,Houston,Kruse,1 to 2 times  a week,2,1 to 2 times a week,2,1 to 2 times a week,2,1 to 2 times a week,2,Parents should <strong>always</strong> spend time teaching their children,1,NA,NA,9,Somewhat Agree,4,Somewhat Agree,3,Disagree,5,Somewhat Agree,3,Strongly Agree,1,Agree,5,Strongly Agree,6,Strongly Agree,6,Strongly Disagree,1,Strongly Agree,6,40,N/A,0,N/A,0,N/A,0,Sometimes,2,2,Sometimes,2,Sometimes,2,Rarely,1,Sometimes,2,Often,3,Sometimes,2,Sometimes,2,Often,3,Always,4,Often,3,Sometimes,2,Often,3,29,N/A,0,Often,3,Often,3,Sometimes,2,Often,3,11,Often,4,Always,5,Often,4,Always,5,18,Often,4,Often,4,Often,4,Often,4,Often,4,20,Slightly Agree,3,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Slightly Agree,3,Strongly Disagree,6,Agree,5,Agree,5,Agree,5,45,"As a baby, 6 to 12 months",4,"As a baby, 6 to 12 months",4,"As a toddler, 1 to 3 years",3,Disagree,3,Disagree,3,Disagree,1,Agree,3,Strongly Agree,0,Strongly Disagree,4,Disagree,3,Disagree,3,Disagree,3,Disagree,3,Agree,1,Agree,1,39
NA,43,2020-10-13T16:55:46Z,2020-10-13T16:55:52Z,Partial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A5632,71,2020-10-27T08:53:41Z,2020-10-27T09:17:51Z,Complete,1994,Houston,Freeman,Not at all,1,Not at all,1,3 to 6 times a week,3,1 to 2 times a week,2,Parents should <strong>always</strong> spend time teaching their children,1,NA,NA,8,Somewhat Agree,4,Somewhat Agree,3,Somewhat Agree,3,Somewhat Agree,3,Agree,2,Strongly Agree,6,Strongly Agree,6,Agree,5,Somewhat Agree,4,Agree,5,41,N/A,0,N/A,0,N/A,0,N/A,0,0,Rarely,1,Rarely,1,Rarely,1,Sometimes,2,Rarely,1,Rarely,1,Sometimes,2,Sometimes,2,Rarely,1,Rarely,1,Sometimes,2,N/A,0,15,N/A,0,Rarely,1,Rarely,1,Rarely,1,Rarely,1,4,Always,5,Always,5,Always,5,Often,4,19,Often,4,Sometimes,3,Sometimes,3,Sometimes,3,Always,5,18,Disagree,5,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Slightly Agree,3,Strongly Disagree,6,Strongly Agree,6,Strongly Agree,6,Slightly Agree,4,48,"As a toddler, 1 to 3 years",3,"In preschool, 3 to 5 years",2,"In preschool, 3 to 5 years",2,Disagree,3,Strongly Disagree,4,Agree,3,Neutral,2,Agree,1,Disagree,3,Agree,1,Agree,1,Disagree,3,Disagree,3,Neutral,2,Agree,1,34
A3245,28,2020-10-12T11:48:25Z,2020-10-12T12:02:22Z,Complete,1989,Houston,Freeman,1 to 2 times  a week,2,1 to 2 times a week,2,1 to 2 times a week,2,1 to 2 times a week,2,Parents should <strong>always</strong> spend time teaching their children,1,NA,NA,9,Agree,5,Disagree,5,Disagree,5,Disagree,5,Strongly Disagree,6,Agree,5,Agree,5,Agree,5,Disagree,2,Agree,5,48,Always,4,Always,4,Always,4,Sometimes,2,14,Always,4,Always,4,Always,4,Always,4,Always,4,Always,4,Always,4,Always,4,Always,4,Always,4,Often,3,Always,4,47,Always,4,Always,4,Always,4,Always,4,Always,4,20,Always,5,Always,5,Always,5,Always,5,20,Seldom,2,Always,5,Always,5,Always,5,Always,5,22,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Agree,5,Disagree,2,Slightly Agree,4,47,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,Strongly Disagree,4,Strongly Disagree,4,Neutral,2,Agree,3,Strongly Disagree,4,Strongly Disagree,4,Disagree,3,Disagree,3,Strongly Disagree,4,Agree,1,Strongly Disagree,4,Agree,1,52
A8294,46,2020-10-13T22:24:38Z,2020-10-13T22:33:20Z,Partial,1992,Houston,Kruse,1 to 2 times  a week,NA,1 to 2 times a week,NA,3 to 6 times a week,NA,3 to 6 times a week,NA,Parents should <strong>always</strong> spend time teaching their children,NA,NA,NA,NA,Somewhat Agree,NA,Somewhat Agree,NA,Somewhat Agree,NA,Disagree,NA,Somewhat Agree,NA,Agree,NA,Agree,NA,Somewhat Agree,NA,Disagree,NA,Agree,NA,NA,N/A,NA,Sometimes,NA,Sometimes,NA,Sometimes,NA,NA,Often,NA,Sometimes,NA,Sometimes,NA,Often,NA,Sometimes,NA,Rarely,NA,Rarely,NA,Sometimes,NA,Sometimes,NA,Rarely,NA,Often,NA,Sometimes,NA,NA,N/A,NA,Sometimes,NA,Sometimes,NA,Sometimes,NA,Often,NA,NA,Sometimes,NA,Sometimes,NA,Often,NA,Sometimes,NA,NA,Sometimes,NA,Often,NA,Sometimes,NA,Often,NA,Sometimes,NA,NA,Disagree,NA,Agree,NA,Disagree,NA,Disagree,NA,Disagree,NA,Strongly Disagree,NA,Agree,NA,Slightly Agree,NA,Slightly Disagree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,47,2020-10-13T22:34:44Z,2020-10-13T22:34:47Z,Partial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A7132,63,2020-10-20T12:41:34Z,2020-10-20T13:23:06Z,Complete,1979,Houston,Freeman,3 to 6 times a week,3,Not at all,1,1 to 2 times a week,2,1 to 2 times a week,2,Parents should <strong>usually</strong> spend time teaching their children,1,NA,NA,9,Agree,5,Strongly Disagree,6,Disagree,5,Strongly Disagree,6,Agree,2,Agree,5,Agree,5,Somewhat Agree,4,Disagree,2,Agree,5,45,N/A,0,Sometimes,2,N/A,0,N/A,0,2,Rarely,1,Often,3,Rarely,1,Sometimes,2,Sometimes,2,Rarely,1,Rarely,1,Sometimes,2,Sometimes,2,Always,4,Rarely,1,Rarely,1,21,Sometimes,2,Always,4,Sometimes,2,Sometimes,2,Sometimes,2,12,Sometimes,3,Often,4,Often,4,Sometimes,3,14,Sometimes,3,Seldom,2,Sometimes,3,Often,4,Seldom,2,14,Disagree,5,Disagree,5,Strongly Disagree,6,Disagree,5,Disagree,5,Disagree,5,Agree,5,Slightly Agree,4,Agree,5,45,"As a baby, 6 to 12 months",4,"As a toddler, 1 to 3 years",3,"As a toddler, 1 to 3 years",3,Disagree,3,Disagree,3,Agree,3,Agree,3,Disagree,3,Disagree,3,Neutral,2,Neutral,2,Disagree,3,Agree,1,Neutral,2,Neutral,2,40
NA,49,2020-10-14T14:24:37Z,2020-10-14T14:24:40Z,Partial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A6812,17,2020-10-09T11:34:47Z,2020-10-09T11:52:41Z,Complete,1989,Houston,Kruse,Not at all,1,1 to 2 times a week,2,1 to 2 times a week,2,1 to 2 times a week,2,Parents should <strong>usually</strong> spend time teaching their children,1,NA,NA,8,Disagree,2,Disagree,5,Agree,2,Disagree,5,Strongly Agree,1,Agree,5,Agree,5,Somewhat Disagree,3,Agree,5,Agree,5,38,N/A,0,N/A,0,N/A,0,N/A,0,0,Rarely,1,Rarely,1,Sometimes,2,Sometimes,2,Rarely,1,Sometimes,2,Rarely,1,Sometimes,2,Often,3,Rarely,1,Rarely,1,N/A,0,17,N/A,0,Rarely,1,Rarely,1,Rarely,1,Rarely,1,4,Sometimes,3,Sometimes,3,Sometimes,3,Sometimes,3,12,Seldom,2,Seldom,2,Never,1,Sometimes,3,Sometimes,3,11,Disagree,5,Disagree,5,Disagree,5,Disagree,5,Slightly Agree,3,Disagree,5,Agree,5,Agree,5,Disagree,2,40,"As a baby, 6 to 12 months",4,"As a baby, 6 to 12 months",4,"As a baby, 6 to 12 months",4,Agree,1,Disagree,3,Agree,3,Neutral,2,Strongly Agree,0,Neutral,2,Neutral,2,Agree,1,Strongly Disagree,4,Strongly Disagree,4,Neutral,2,Neutral,2,38
A7132,51,2020-10-14T17:04:46Z,2020-10-14T17:46:41Z,Partial,1979,Houston,Freeman,3 to 6 times a week,NA,Not at all,NA,1 to 2 times a week,NA,1 to 2 times a week,NA,Parents should <strong>usually</strong> spend time teaching their children,NA,NA,NA,NA,Agree,NA,Somewhat Disagree,NA,Disagree,NA,Strongly Disagree,NA,Strongly Agree,NA,Somewhat Agree,NA,Agree,NA,Somewhat Agree,NA,Strongly Disagree,NA,Agree,NA,NA,N/A,NA,Sometimes,NA,Rarely,NA,Rarely,NA,NA,Sometimes,NA,Sometimes,NA,Sometimes,NA,Rarely,NA,Rarely,NA,Rarely,NA,Rarely,NA,Often,NA,Often,NA,Often,NA,Rarely,NA,Rarely,NA,NA,Often,NA,Sometimes,NA,Often,NA,Rarely,NA,Sometimes,NA,NA,Often,NA,Sometimes,NA,Often,NA,Sometimes,NA,NA,Sometimes,NA,Often,NA,Sometimes,NA,Always,NA,Sometimes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,52,2020-10-14T17:46:31Z,2020-10-14T17:46:43Z,Partial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A7132,53,2020-10-14T17:48:07Z,2020-10-14T17:52:05Z,Partial,1979,Houston,Freeman,3 to 6 times a week,NA,Not at all,NA,1 to 2 times a week,NA,1 to 2 times a week,NA,Parents should <strong>usually</strong> spend time teaching their children,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A4492,77,2020-10-28T14:12:37Z,2020-10-28T14:32:43Z,Complete,1978,Houston,Freeman,1 to 2 times  a week,2,Not at all,1,3 to 6 times a week,3,Not at all,1,Parents should <strong>always</strong> spend time teaching their children,1,NA,NA,8,Agree,5,Agree,2,Somewhat Agree,3,Disagree,5,Somewhat Agree,3,Somewhat Disagree,3,Agree,5,Disagree,2,Somewhat Agree,4,Agree,5,37,N/A,0,Rarely,1,N/A,0,N/A,0,1,Rarely,1,Sometimes,2,Sometimes,2,Sometimes,2,Rarely,1,Rarely,1,Sometimes,2,Always,4,Rarely,1,Often,3,Always,4,N/A,0,23,N/A,0,Rarely,1,Rarely,1,Rarely,1,Rarely,1,4,Often,4,Often,4,Often,4,Often,4,16,Often,4,Seldom,2,Sometimes,3,Sometimes,3,Sometimes,3,15,Slightly Disagree,4,Slightly Disagree,4,Disagree,5,Disagree,5,Disagree,5,Disagree,5,Agree,5,Slightly Agree,4,Slightly Disagree,3,40,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,"As a toddler, 1 to 3 years",3,Disagree,3,Disagree,3,Disagree,1,Agree,3,Agree,1,Disagree,3,Neutral,2,Disagree,3,Disagree,3,Disagree,3,Disagree,3,Disagree,3,44
NA,55,2020-10-14T19:39:02Z,2020-10-14T19:39:04Z,Partial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A3816,80,2020-11-05T08:18:11Z,2020-11-05T08:28:37Z,Complete,1988,Houston,Kruse,3 to 6 times a week,3,1 to 2 times a week,2,3 to 6 times a week,3,3 to 6 times a week,3,Parents should <strong>usually</strong> allow their children to learn <strong>on their own</strong>,0,Often,4,15,Somewhat Agree,4,Disagree,5,Disagree,5,Somewhat Disagree,4,Somewhat Agree,3,Somewhat Agree,4,Strongly Agree,6,Agree,5,Somewhat Disagree,3,Strongly Agree,6,45,Rarely,1,N/A,0,N/A,0,Sometimes,2,3,Sometimes,2,Often,3,Sometimes,2,Rarely,1,Rarely,1,Sometimes,2,Rarely,1,Sometimes,2,Sometimes,2,Sometimes,2,Often,3,Rarely,1,22,Sometimes,2,Sometimes,2,Sometimes,2,Rarely,1,Sometimes,2,9,Often,4,Often,4,Often,4,Often,4,16,Often,4,Always,5,Never,1,Seldom,2,Sometimes,3,15,Disagree,5,Disagree,5,Disagree,5,Disagree,5,Disagree,5,Disagree,5,Slightly Agree,4,Slightly Agree,4,Slightly Agree,4,42,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,Strongly Disagree,4,Disagree,3,Neutral,2,Agree,3,Neutral,2,Disagree,3,Neutral,2,Neutral,2,Disagree,3,Disagree,3,Disagree,3,Neutral,2,47
A8885,18,2020-10-09T11:50:39Z,2020-10-09T12:04:12Z,Complete,1990,Houston,Freeman,1 to 2 times  a week,2,1 to 2 times a week,2,Not at all,1,1 to 2 times a week,2,Parents should <strong>usually</strong> spend time teaching their children,1,NA,NA,8,Somewhat Agree,4,Somewhat Agree,3,Somewhat Agree,3,Agree,2,Agree,2,Somewhat Agree,4,Somewhat Agree,4,Somewhat Agree,4,Somewhat Disagree,3,Agree,5,34,N/A,0,Sometimes,2,Sometimes,2,Rarely,1,5,Sometimes,2,Sometimes,2,Sometimes,2,Rarely,1,Sometimes,2,Rarely,1,Sometimes,2,Sometimes,2,Sometimes,2,Sometimes,2,Sometimes,2,Sometimes,2,22,Sometimes,2,Sometimes,2,Rarely,1,Sometimes,2,Sometimes,2,9,Always,5,Sometimes,3,Often,4,Sometimes,3,15,Always,5,Sometimes,3,Sometimes,3,Sometimes,3,Sometimes,3,17,Slightly Disagree,4,Disagree,5,Disagree,5,Disagree,5,Disagree,5,Disagree,5,Strongly Disagree,1,Slightly Agree,4,Slightly Agree,4,38,"As a baby, 6 to 12 months",4,"As a baby, 6 to 12 months",4,"As a toddler, 1 to 3 years",3,Agree,1,Disagree,3,Agree,3,Agree,3,Agree,1,Disagree,3,Disagree,3,Agree,1,Strongly Disagree,4,Strongly Disagree,4,Disagree,3,Agree,1,41
NA,58,2020-10-15T16:52:23Z,2020-10-15T16:52:29Z,Partial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A9944,59,2020-10-15T16:54:18Z,2020-10-15T17:01:37Z,Partial,1998,Houston,Freeman,Not at all,NA,Not at all,NA,Every day,NA,1 to 2 times a week,NA,Parents should <strong>always</strong> spend time teaching their children,NA,NA,NA,NA,Agree,NA,Somewhat Agree,NA,Disagree,NA,Agree,NA,Agree,NA,Somewhat Agree,NA,Somewhat Agree,NA,Somewhat Agree,NA,Agree,NA,Agree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A8326,60,2020-10-19T11:05:34Z,2020-10-19T11:07:02Z,Partial,1984,Houston,Kruse,1 to 2 times  a week,NA,1 to 2 times a week,NA,3 to 6 times a week,NA,3 to 6 times a week,NA,Parents should <strong>always</strong> spend time teaching their children,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A9822,62,2020-10-20T12:28:25Z,2020-10-20T12:48:03Z,Complete,1988,Houston,Freeman,1 to 2 times  a week,2,3 to 6 times a week,3,1 to 2 times a week,2,1 to 2 times a week,2,Parents should <strong>usually</strong> spend time teaching their children,1,NA,NA,10,Somewhat Disagree,3,Somewhat Disagree,4,Somewhat Agree,3,Strongly Disagree,6,Agree,2,Somewhat Agree,4,Somewhat Agree,4,Somewhat Agree,4,Somewhat Agree,4,Strongly Agree,6,40,N/A,0,Rarely,1,Rarely,1,Sometimes,2,4,Rarely,1,Rarely,1,Sometimes,2,Rarely,1,Sometimes,2,Sometimes,2,Sometimes,2,Sometimes,2,Sometimes,2,Sometimes,2,Sometimes,2,N/A,0,19,Rarely,1,Sometimes,2,Rarely,1,Sometimes,2,Sometimes,2,8,Sometimes,3,Sometimes,3,Seldom,2,Sometimes,3,11,Sometimes,3,Sometimes,3,Often,4,Seldom,2,Seldom,2,14,Slightly Agree,3,Slightly Disagree,4,Agree,2,Slightly Agree,3,Slightly Agree,3,Agree,2,Slightly Agree,4,Slightly Disagree,3,Slightly Agree,4,28,"As an infant, 0 to 6 months",5,"In preschool, 3 to 5 years",2,"In preschool, 3 to 5 years",2,Disagree,3,Disagree,3,Agree,3,Disagree,1,Neutral,2,Disagree,3,Disagree,3,Disagree,3,Disagree,3,Agree,1,Agree,1,Agree,1,36
