UID,Response ID,Time Started,Date Submitted,Status,Your birth¬†YEAR¬†(Ex. 1988),Your AVANCE site:¬†,Houston Sites,"P-C Interactions, ECLS-B...9",...10,"P-C Interactions, ECLS-B...11",...12,"P-C Interactions, ECLS-B...13",...14,"P-C Interactions, ECLS-B...15",...16,"P-C Interactions, HOME...17",...18,"P-C Interactions, HOME...19",...20,ECLSB_ALL,Parental Stress_PSOC #1,...23,Parental Stress_PSOC #2,...25,Parental Stress_PSOC #3,...27,Parental Stress_PSOC #5,...29,Parental Stress_PSOC #8,...31,Parental Stress_PSOC #10,...33,Parental Stress_PSOC #13,...35,Parental Stress_PSOC #15,...37,Parental Stress_PSOC #16,...39,Parental Stress_PSOC #17,...41,PSOC_ALL,"P-C Interactions, FIQ SBI1",...44,"P-C Interactions, FIQ SBI2",...46,"P-C Interactions, FIQ SBI3",...48,"P-C Interactions, FIQ SBI4",...50,FIQSB_ALL,"P-C Interactions, FIQ HBI1",...53,"P-C Interactions, FIQ HBI2",...55,"P-C Interactions, FIQ HBI3",...57,"P-C Interactions, FIQ HBI4",...59,"P-C Interactions, FIQ HBI5",...61,"P-C Interactions, FIQ HBI6",...63,"P-C Interactions, FIQ HBI8",...65,"P-C Interactions, FIQ HBI9",...67,"P-C Interactions, FIQ HBI10",...69,"P-C Interactions, FIQ HBI11",...71,"P-C Interactions, FIQ HBI12",...73,"P-C Interactions, FIQ HBI13",...75,FIQHB_ALL,"P-C Interactions, FIQ HSC3",...78,"P-C Interactions, FIQ HSC4",...80,"P-C Interactions, FIQ HSC5",...82,"P-C Interactions, FIQ HSC6",...84,"P-C Interactions, FIQ HSC7",...86,FIQHSC_ALL,Efficacy FES1,...89,Efficacy FES3,...91,Efficacy FES4,...93,Efficacy FES6,...95,FESFAM_ALL,Efficacy FES7,...98,Efficacy FES9,...100,Efficacy FES10,...102,Efficacy FES11,...104,Efficacy FES14,...106,FESADV_ALL,Belonging SCS1,...109,Belonging SCS2,...111,Belonging SCS3,...113,Belonging SCS4,...115,Belonging SCS5,...117,Belonging SCS6,...119,Belonging SCS7,...121,Belonging SCS10,...123,Belonging SCS11,...125,SCS_ALL,Kinder Readiness SPEAK1,...128,Kinder Readiness SPEAK2,...130,Kinder Readiness SPEAK3,...132,Kinder Readiness SPEAK4,...134,Kinder Readiness SPEAK5,...136,Kinder Readiness SPEAK6 - REVERSE,...138,Kinder Readiness SPEAK7 - REVERSE,...140,Kinder Readiness SPEAK9,...142,Kinder Readiness SPEAK10,...144,Kinder Readiness SPEAK11,...146,Kinder Readiness SPEAK12,...148,Kinder Readiness SPEAK13,...150,Kinder Readiness SPEAK13 - REVERSE,...152,Kinder Readiness SPEAK14,...154,Kinder Readiness SPEAK15,...156,SPEAK_ALL
A7199,73,2020-10-27T11:41:06Z,2020-10-27T11:50:23Z,Complete,1988,Houston,Kruse,3 to 6 times a week,3,Not at all,1,1 to 2 times a week,2,1 to 2 times a week,2,Parents should <strong>always</strong> spend time teaching their children,1,NA,NA,9,Agree,5,Disagree,5,Somewhat Disagree,4,Somewhat Disagree,4,Somewhat Agree,3,Agree,5,Agree,5,Agree,5,Disagree,2,Agree,5,43,Sometimes,2,Often,3,Sometimes,2,N/A,0,7,Always,4,Always,4,Always,4,Often,3,Always,4,Always,4,Sometimes,2,Always,4,Rarely,1,Always,4,Often,3,Sometimes,2,39,Often,3,Always,4,Always,4,Rarely,1,Always,4,16,Always,5,Sometimes,3,Often,4,Often,4,16,Often,4,Sometimes,3,Often,4,Often,4,Sometimes,3,18,Strongly Disagree,6,Slightly Disagree,4,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Agree,2,Agree,5,Disagree,2,Slightly Agree,4,41,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,Strongly Disagree,4,Strongly Disagree,4,Disagree,1,Agree,3,Strongly Disagree,4,Strongly Disagree,4,Strongly Disagree,4,Disagree,3,Strongly Disagree,4,Strongly Disagree,4,Strongly Disagree,4,Strongly Disagree,4,58
A1762,78,2020-10-31T09:01:04Z,2020-10-31T09:19:48Z,Complete,1985,Houston,Kruse,3 to 6 times a week,3,3 to 6 times a week,3,3 to 6 times a week,3,1 to 2 times a week,2,Parents should <strong>always</strong> spend time teaching their children,1,NA,NA,12,Agree,5,Strongly Disagree,6,Strongly Disagree,6,Disagree,5,Strongly Disagree,6,Agree,5,Disagree,2,Disagree,2,Strongly Disagree,1,Strongly Agree,6,44,N/A,0,Often,3,N/A,0,Often,3,6,Always,4,Often,3,Often,3,Often,3,Often,3,Often,3,Often,3,Often,3,Often,3,Always,4,Always,4,N/A,0,36,Often,3,Often,3,Often,3,Often,3,Always,4,16,Always,5,Often,4,Always,5,Always,5,19,Always,5,Always,5,Always,5,Always,5,Often,4,24,Disagree,5,Agree,2,Disagree,5,Disagree,5,Strongly Disagree,6,Disagree,5,Agree,5,Agree,5,Agree,5,43,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,Disagree,3,Disagree,3,Agree,3,Agree,3,Disagree,3,Disagree,3,Disagree,3,Disagree,3,Disagree,3,Disagree,3,Agree,1,Agree,1,47
A5632,64,2020-10-20T20:10:53Z,2020-10-20T21:12:28Z,Partial,1994,Houston,Freeman,1 to 2 times  a week,NA,Not at all,NA,3 to 6 times a week,NA,1 to 2 times a week,NA,Parents should <strong>always</strong> spend time teaching their children,NA,NA,NA,NA,Agree,NA,Somewhat Agree,NA,Somewhat Disagree,NA,Somewhat Agree,NA,Somewhat Agree,NA,Agree,NA,Strongly Agree,NA,Agree,NA,Somewhat Agree,NA,Agree,NA,NA,N/A,NA,N/A,NA,N/A,NA,N/A,NA,NA,Rarely,NA,Rarely,NA,Sometimes,NA,Sometimes,NA,Rarely,NA,Rarely,NA,Rarely,NA,Sometimes,NA,Rarely,NA,Rarely,NA,Sometimes,NA,N/A,NA,NA,N/A,NA,Rarely,NA,Rarely,NA,Rarely,NA,Rarely,NA,NA,Always,NA,Never,NA,Always,NA,Always,NA,NA,Always,NA,Sometimes,NA,Sometimes,NA,Sometimes,NA,Always,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A2614,65,2020-10-20T22:28:04Z,2020-10-21T08:26:44Z,Disqualified,1985,Houston,Freeman,1 to 2 times  a week,NA,3 to 6 times a week,NA,Every day,NA,3 to 6 times a week,NA,Parents should <strong>always</strong> spend time teaching their children,NA,NA,NA,NA,Agree,NA,Agree,NA,Somewhat Disagree,NA,Disagree,NA,Agree,NA,Somewhat Agree,NA,Agree,NA,Somewhat Disagree,NA,Disagree,NA,Agree,NA,NA,N/A,NA,N/A,NA,N/A,NA,N/A,NA,NA,Always,NA,Often,NA,Often,NA,Always,NA,Often,NA,Always,NA,Sometimes,NA,Often,NA,Always,NA,Always,NA,Often,NA,N/A,NA,NA,N/A,NA,Always,NA,Often,NA,Often,NA,Always,NA,NA,Often,NA,Always,NA,Always,NA,Often,NA,NA,Always,NA,Often,NA,Often,NA,Always,NA,Seldom,NA,NA,Disagree,NA,Disagree,NA,Disagree,NA,Disagree,NA,Disagree,NA,Slightly Agree,NA,Strongly Agree,NA,Agree,NA,Agree,NA,NA,"As a baby, 6 to 12 months",NA,"As a baby, 6 to 12 months",NA,"As a toddler, 1 to 3 years",NA,Neutral,NA,Strongly Disagree,NA,Agree,NA,Agree,NA,Agree,NA,Neutral,NA,Neutral,NA,Neutral,NA,Disagree,NA,Disagree,NA,Strongly Disagree,NA,Disagree,NA,NA
NA,66,2020-10-20T22:28:17Z,2020-10-20T22:28:21Z,Partial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A7397,67,2020-10-20T22:29:04Z,2020-10-24T19:15:32Z,Disqualified,1983,Houston,Freeman,Not at all,NA,Not at all,NA,1 to 2 times a week,NA,3 to 6 times a week,NA,Parents should <strong>usually</strong> spend time teaching their children,NA,NA,NA,NA,Agree,NA,Agree,NA,Somewhat Agree,NA,Disagree,NA,Somewhat Disagree,NA,Agree,NA,Agree,NA,Agree,NA,Disagree,NA,Agree,NA,NA,N/A,NA,N/A,NA,N/A,NA,N/A,NA,NA,Rarely,NA,Rarely,NA,Sometimes,NA,Rarely,NA,Rarely,NA,Sometimes,NA,Sometimes,NA,Sometimes,NA,Sometimes,NA,Rarely,NA,Sometimes,NA,N/A,NA,NA,N/A,NA,Rarely,NA,Rarely,NA,Rarely,NA,Always,NA,NA,Seldom,NA,Seldom,NA,Always,NA,Sometimes,NA,NA,Seldom,NA,Seldom,NA,Seldom,NA,Seldom,NA,Seldom,NA,NA,Disagree,NA,Disagree,NA,Disagree,NA,Disagree,NA,Disagree,NA,Disagree,NA,Strongly Agree,NA,Agree,NA,Disagree,NA,NA,"As an infant, 0 to 6 months",NA,"As an infant, 0 to 6 months",NA,"As an infant, 0 to 6 months",NA,Agree,NA,Disagree,NA,Strongly Disagree,NA,Agree,NA,Strongly Agree,NA,Strongly Agree,NA,Agree,NA,Disagree,NA,Strongly Disagree,NA,Agree,NA,Strongly Disagree,NA,Strongly Agree,NA,NA
A5632,68,2020-10-22T17:57:12Z,2020-10-22T18:21:24Z,Partial,1994,Houston,Freeman,Not at all,NA,Not at all,NA,Every day,NA,1 to 2 times a week,NA,Parents should <strong>always</strong> spend time teaching their children,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A7947,40,2020-10-13T16:17:09Z,2020-10-13T16:27:02Z,Complete,1986,Houston,Kruse,3 to 6 times a week,3,3 to 6 times a week,3,3 to 6 times a week,3,1 to 2 times a week,2,Parents should <strong>always</strong> spend time teaching their children,1,NA,NA,12,Somewhat Agree,4,Somewhat Disagree,4,Somewhat Disagree,4,Strongly Disagree,6,Agree,2,Somewhat Agree,4,Somewhat Agree,4,Somewhat Agree,4,Somewhat Agree,4,Somewhat Agree,4,40,Sometimes,2,Sometimes,2,Sometimes,2,Sometimes,2,8,Often,3,Often,3,Often,3,Sometimes,2,Often,3,Always,4,Often,3,Sometimes,2,Often,3,Often,3,Sometimes,2,Sometimes,2,33,Often,3,Often,3,Often,3,Sometimes,2,Sometimes,2,13,Often,4,Sometimes,3,Sometimes,3,Sometimes,3,13,Often,4,Often,4,Often,4,Often,4,Sometimes,3,19,Strongly Disagree,6,Disagree,5,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Agree,5,Agree,5,Strongly Agree,6,51,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,Strongly Disagree,4,Strongly Disagree,4,Strongly Agree,4,Strongly Agree,4,Strongly Disagree,4,Strongly Disagree,4,Neutral,2,Strongly Agree,0,Strongly Agree,0,Neutral,2,Strongly Disagree,4,Strongly Disagree,4,51
A3132,15,2020-10-09T11:30:51Z,2020-10-09T11:49:47Z,Complete,1989,Houston,Freeman,1 to 2 times  a week,2,1 to 2 times a week,2,Every day,4,Every day,4,Parents should <strong>always</strong> spend time teaching their children,1,NA,NA,13,Agree,5,Disagree,5,Disagree,5,Disagree,5,Disagree,5,Agree,5,Strongly Agree,6,Agree,5,Disagree,2,Strongly Agree,6,49,Often,3,Always,4,Often,3,Always,4,14,Often,3,Always,4,Always,4,Always,4,Always,4,Always,4,Sometimes,2,Always,4,Always,4,Always,4,Always,4,Always,4,45,Always,4,Always,4,Often,3,Often,3,Sometimes,2,16,Always,5,Always,5,Always,5,Always,5,20,Always,5,Always,5,Always,5,Always,5,Always,5,25,Disagree,5,Disagree,5,Disagree,5,Disagree,5,Disagree,5,Disagree,5,Agree,5,Agree,5,Agree,5,45,"As a baby, 6 to 12 months",4,"As a baby, 6 to 12 months",4,"As a toddler, 1 to 3 years",3,Disagree,3,Disagree,3,Disagree,1,Disagree,1,Agree,1,Neutral,2,Agree,1,Agree,1,Disagree,3,Disagree,3,Disagree,3,Agree,1,34
A3347,39,2020-10-12T23:41:50Z,2020-10-12T23:54:15Z,Complete,1992,Houston,Freeman,Not at all,1,Not at all,1,Every day,4,Every day,4,Parents should <strong>always</strong> spend time teaching their children,1,NA,NA,11,Strongly Agree,6,Agree,2,Strongly Disagree,6,Strongly Agree,1,Strongly Agree,1,Strongly Agree,6,Strongly Agree,6,Strongly Agree,6,Disagree,2,Strongly Agree,6,42,N/A,0,N/A,0,Always,4,N/A,0,4,Always,4,Rarely,1,Always,4,Sometimes,2,Always,4,Always,4,Rarely,1,Always,4,Always,4,Always,4,Rarely,1,Always,4,37,N/A,0,Rarely,1,Rarely,1,Rarely,1,Rarely,1,4,Always,5,Always,5,Always,5,Always,5,20,Always,5,Always,5,Always,5,Always,5,Always,5,25,Disagree,5,Disagree,5,Disagree,5,Disagree,5,Disagree,5,Disagree,5,Strongly Agree,6,Strongly Agree,6,Strongly Agree,6,48,"As a baby, 6 to 12 months",4,"As an infant, 0 to 6 months",5,"As a baby, 6 to 12 months",4,Strongly Agree,0,Agree,1,Agree,3,Agree,3,Agree,1,Agree,1,Agree,1,Agree,1,Agree,1,Agree,1,Agree,1,Agree,1,28
A7199,72,2020-10-27T11:31:16Z,2020-10-27T11:39:24Z,Partial,1988,Houston,Kruse,3 to 6 times a week,NA,Not at all,NA,Not at all,NA,1 to 2 times a week,NA,Parents should <strong>always</strong> spend time teaching their children,NA,NA,NA,NA,Agree,NA,Disagree,NA,Somewhat Disagree,NA,Disagree,NA,Agree,NA,Agree,NA,Agree,NA,Agree,NA,Strongly Disagree,NA,Strongly Agree,NA,NA,Often,NA,Always,NA,Always,NA,Sometimes,NA,NA,Often,NA,Often,NA,Often,NA,Often,NA,Sometimes,NA,Sometimes,NA,Sometimes,NA,Often,NA,Often,NA,Always,NA,Often,NA,Sometimes,NA,NA,Always,NA,Always,NA,Always,NA,Sometimes,NA,Always,NA,NA,Sometimes,NA,Often,NA,Often,NA,Sometimes,NA,NA,Never,NA,Always,NA,Often,NA,Seldom,NA,Sometimes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A8159,22,2020-10-09T14:54:48Z,2020-10-09T15:03:48Z,Complete,1987,Houston,Freeman,3 to 6 times a week,3,1 to 2 times a week,2,3 to 6 times a week,3,1 to 2 times a week,2,Parents should <strong>always</strong> spend time teaching their children,1,NA,NA,11,Somewhat Agree,4,Agree,2,Somewhat Agree,3,Disagree,5,Strongly Agree,1,Agree,5,Strongly Agree,6,Agree,5,Disagree,2,Strongly Agree,6,39,N/A,0,Sometimes,2,Often,3,N/A,0,5,Sometimes,2,Sometimes,2,Sometimes,2,Sometimes,2,Sometimes,2,Sometimes,2,Often,3,Often,3,Sometimes,2,Always,4,Always,4,Rarely,1,29,Sometimes,2,Sometimes,2,Sometimes,2,Sometimes,2,Sometimes,2,10,Always,5,Often,4,Always,5,Always,5,19,Often,4,Always,5,Always,5,Always,5,Sometimes,3,22,Slightly Agree,3,Slightly Agree,3,Disagree,5,Slightly Agree,3,Strongly Disagree,6,Agree,2,Agree,5,Agree,5,Agree,5,37,"As a baby, 6 to 12 months",4,"As an infant, 0 to 6 months",5,"As a baby, 6 to 12 months",4,Disagree,3,Disagree,3,Disagree,1,Agree,3,Agree,1,Strongly Disagree,4,Neutral,2,Strongly Disagree,4,Disagree,3,Disagree,3,Strongly Disagree,4,Strongly Disagree,4,48
NA,74,2020-10-27T14:43:16Z,2020-10-27T14:43:32Z,Partial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A4492,75,2020-10-28T10:07:12Z,2020-10-28T10:48:15Z,Partial,1978,Houston,Freeman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,76,2020-10-28T14:10:38Z,2020-10-28T14:10:42Z,Partial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A9672,84,2020-12-02T17:50:24Z,2020-12-02T17:59:47Z,Complete,1993,Houston,Kruse,3 to 6 times a week,3,Every day,4,Every day,4,1 to 2 times a week,2,Parents should <strong>always</strong> spend time teaching their children,1,NA,NA,14,Somewhat Agree,4,Disagree,5,Disagree,5,Somewhat Disagree,4,Agree,2,Agree,5,Agree,5,Agree,5,Somewhat Disagree,3,Agree,5,43,Rarely,1,Sometimes,2,Rarely,1,Rarely,1,5,Sometimes,2,Sometimes,2,Often,3,Often,3,Often,3,Sometimes,2,Sometimes,2,Often,3,Often,3,Sometimes,2,Sometimes,2,Often,3,30,Sometimes,2,Often,3,Sometimes,2,Rarely,1,Often,3,11,Often,4,Often,4,Often,4,Often,4,16,Often,4,Often,4,Often,4,Often,4,Sometimes,3,19,Disagree,5,Disagree,5,Disagree,5,Disagree,5,Disagree,5,Disagree,5,Agree,5,Agree,5,Agree,5,45,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,Disagree,3,Strongly Disagree,4,Neutral,2,Agree,3,Disagree,3,Disagree,3,Disagree,3,Disagree,3,Disagree,3,Disagree,3,Disagree,3,Neutral,2,50
A8294,50,2020-10-14T16:02:48Z,2020-10-14T16:15:17Z,Complete,1992,Houston,Kruse,1 to 2 times  a week,2,3 to 6 times a week,3,3 to 6 times a week,3,3 to 6 times a week,3,Parents should <strong>always</strong> spend time teaching their children,1,NA,NA,12,Agree,5,Somewhat Disagree,4,Agree,2,Somewhat Disagree,4,Agree,2,Agree,5,Agree,5,Agree,5,Somewhat Disagree,3,Agree,5,40,Rarely,1,Sometimes,2,Rarely,1,Often,3,7,Often,3,Often,3,Often,3,Often,3,Often,3,Rarely,1,Sometimes,2,Often,3,Sometimes,2,Sometimes,2,Often,3,Sometimes,2,30,Often,3,Often,3,Often,3,Sometimes,2,Often,3,14,Often,4,Sometimes,3,Often,4,Sometimes,3,14,Sometimes,3,Often,4,Often,4,Sometimes,3,Sometimes,3,17,Disagree,5,Disagree,5,Disagree,5,Disagree,5,Disagree,5,Disagree,5,Agree,5,Agree,5,Slightly Agree,4,44,"As a baby, 6 to 12 months",4,"As a baby, 6 to 12 months",4,"As a toddler, 1 to 3 years",3,Agree,1,Disagree,3,Neutral,2,Agree,3,Agree,1,Disagree,3,Disagree,3,Neutral,2,Agree,1,Disagree,3,Disagree,3,Agree,1,37
A3816,79,2020-11-05T08:01:29Z,2020-11-05T08:04:45Z,Partial,1988,Houston,Kruse,1 to 2 times  a week,NA,Not at all,NA,3 to 6 times a week,NA,3 to 6 times a week,NA,Parents should <strong>always</strong> spend time teaching their children,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A4353,48,2020-10-14T13:57:28Z,2020-10-14T14:21:43Z,Complete,1986,Houston,Kruse,1 to 2 times  a week,2,1 to 2 times a week,2,Every day,4,Not at all,1,Parents should <strong>usually</strong> spend time teaching their children,1,NA,NA,10,Somewhat Agree,4,Somewhat Agree,3,Strongly Disagree,6,Disagree,5,Strongly Agree,1,Somewhat Agree,4,Somewhat Agree,4,Disagree,2,Strongly Agree,6,Agree,5,40,N/A,0,N/A,0,N/A,0,Sometimes,2,2,Sometimes,2,Always,4,Always,4,Often,3,Often,3,Often,3,Sometimes,2,Sometimes,2,Sometimes,2,Often,3,Always,4,Rarely,1,33,Sometimes,2,Often,3,Always,4,Rarely,1,Sometimes,2,12,Seldom,2,Often,4,Often,4,Often,4,14,Sometimes,3,Seldom,2,Never,1,Often,4,Seldom,2,12,Slightly Agree,3,Disagree,5,Strongly Disagree,6,Disagree,5,Disagree,5,Disagree,5,Agree,5,Agree,5,Slightly Agree,4,43,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,Strongly Disagree,4,Strongly Disagree,4,Strongly Disagree,0,Agree,3,Strongly Agree,0,Strongly Disagree,4,Disagree,3,Disagree,3,Strongly Disagree,4,Strongly Disagree,4,Strongly Disagree,4,Agree,1,49
A8922,81,2020-11-17T13:39:29Z,2020-11-17T13:44:51Z,Partial,1983,Houston,Kruse,1 to 2 times  a week,NA,1 to 2 times a week,NA,1 to 2 times a week,NA,3 to 6 times a week,NA,Parents should <strong>always</strong> spend time teaching their children,NA,NA,NA,NA,Agree,NA,Agree,NA,Disagree,NA,Agree,NA,Agree,NA,Agree,NA,Agree,NA,Agree,NA,Somewhat Agree,NA,Agree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A8365,11,2020-10-09T11:06:56Z,2020-10-09T11:16:26Z,Complete,1990,Houston,Freeman,1 to 2 times  a week,2,1 to 2 times a week,2,1 to 2 times a week,2,Every day,4,Parents should <strong>usually</strong> spend time teaching their children,1,NA,NA,11,Somewhat Agree,4,Somewhat Agree,3,Somewhat Agree,3,Somewhat Agree,3,Somewhat Agree,3,Strongly Agree,6,Agree,5,Agree,5,Strongly Disagree,1,Agree,5,38,N/A,0,N/A,0,Rarely,1,Sometimes,2,3,Always,4,Always,4,Often,3,Always,4,Always,4,Always,4,Always,4,Always,4,Always,4,Always,4,Sometimes,2,Always,4,45,Sometimes,2,Often,3,Always,4,Rarely,1,Rarely,1,11,Always,5,Often,4,Always,5,Sometimes,3,17,Often,4,Often,4,Always,5,Always,5,Often,4,22,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Strongly Disagree,6,Strongly Agree,6,Slightly Agree,4,Slightly Agree,4,50,"As an infant, 0 to 6 months",5,"As an infant, 0 to 6 months",5,"As a baby, 6 to 12 months",4,Strongly Disagree,4,Strongly Disagree,4,Strongly Agree,4,Strongly Agree,4,Strongly Agree,0,Strongly Disagree,4,Strongly Disagree,4,Strongly Disagree,4,Strongly Agree,0,Strongly Disagree,4,Strongly Disagree,4,Strongly Disagree,4,54
A2813,12,2020-10-09T11:12:39Z,2020-10-09T11:23:19Z,Complete,1991,Houston,Freeman,Not at all,1,Not at all,1,Not at all,1,Every day,4,Parents should <strong>always</strong> spend time teaching their children,1,Always,5,13,Somewhat Agree,4,Agree,2,Disagree,5,Disagree,5,Agree,2,Somewhat Agree,4,Disagree,2,Disagree,2,Agree,5,Agree,5,36,N/A,0,N/A,0,N/A,0,N/A,0,0,Sometimes,2,Rarely,1,Rarely,1,Often,3,Rarely,1,Sometimes,2,Rarely,1,Sometimes,2,Rarely,1,Always,4,Sometimes,2,Always,4,24,Sometimes,2,Always,4,Often,3,Always,4,Often,3,16,Seldom,2,Sometimes,3,Often,4,Seldom,2,11,Sometimes,3,Always,5,Often,4,Always,5,Never,1,18,Disagree,5,Disagree,5,Disagree,5,Disagree,5,Disagree,5,Disagree,5,Agree,5,Agree,5,Agree,5,45,"As a toddler, 1 to 3 years",3,"In kindergarten, 5 to 6 years",1,"In preschool, 3 to 5 years",2,Neutral,2,Disagree,3,Disagree,1,Agree,3,Neutral,2,Neutral,2,Disagree,3,Disagree,3,Disagree,3,Disagree,3,Disagree,3,Agree,1,35
